maktimestamp,altitude,velocity
1533210784.869,,0.0
1533210785.054,11269.980000000001,
1533210785.386,,0.0
1533210785.485,11269.980000000001,
1533210785.887,,0.32512
1533210786.037,11269.980000000001,
1533210786.040,11269.980000000001,
1533210786.366,,0.32512
1533210786.437,11269.980000000001,
1533210786.705,11269.980000000001,
1533210786.769,,0.32512
1533210786.810,,0.65024
1533210787.037,11269.980000000001,
1533210787.058,11269.980000000001,
1533210787.246,,0.65024
1533210787.590,11269.980000000001,
1533210787.714,,0.65024
1533210788.161,11269.980000000001,
1533210788.296,,0.97536
1533210788.757,11269.980000000001,
1533210788.782,,0.97536
1533210789.271,11269.980000000001,
1533210789.381,,0.97536
1533210789.742,11269.980000000001,
1533210789.978,,0.97536
1533210790.181,11269.980000000001,
1533210790.246,11269.980000000001,
1533210790.469,,0.97536
1533210790.770,11269.980000000001,
1533210791.019,,0.97536
1533210791.350,11277.6,
1533210791.482,,0.97536
1533210791.821,11277.6,
1533210791.883,,0.97536
1533210792.381,11277.6,
1533210792.479,,0.65024
1533210792.562,11277.6,
1533210792.905,11277.6,
1533210793.038,,0.65024
1533210793.397,11277.6,
1533210793.544,,0.65024
1533210793.832,11277.6,
1533210793.960,,0.65024
1533210794.386,11277.6,
1533210794.431,,0.65024
1533210794.937,11277.6,
1533210795.039,,0.65024
1533210795.427,11277.6,
1533210795.449,,0.65024
1533210795.831,11277.6,
1533210796.049,,0.65024
1533210796.346,11277.6,
1533210796.602,,0.65024
1533210796.892,11277.6,
1533210797.124,,0.65024
1533210797.367,11277.6,
1533210797.474,11277.6,
1533210797.569,,0.65024
1533210797.633,,0.32512
1533210797.878,11277.6,
1533210797.973,11277.6,
1533210798.102,,0.32512
1533210798.369,11277.6,
1533210798.699,,0.32512
1533210798.703,,0.0
1533210798.962,11277.6,
1533210799.224,,0.0
1533210799.443,11277.6,
1533210799.549,11277.6,
1533210799.785,,-0.32512
1533210799.788,,0.0
1533210799.922,11277.6,
1533210800.358,11277.6,
1533210800.387,,-0.65024
1533210800.530,11277.6,
1533210800.945,,-0.65024
1533210801.072,11277.6,
1533210801.488,,-0.65024
1533210801.522,11277.6,
1533210801.546,11277.6,
1533210801.997,,-0.65024
1533210802.041,11277.6,
1533210802.418,,-0.97536
1533210802.468,11277.6,
1533210802.507,11277.6,
1533210802.862,,-0.97536
1533210802.876,,-0.97536
1533210803.095,11277.6,
1533210803.324,,-0.97536
1533210803.585,11277.6,
1533210803.591,11277.6,
1533210803.873,,-0.97536
1533210803.993,11277.6,
1533210804.392,,-0.97536
1533210804.408,11277.6,
1533210804.413,11277.6,
1533210804.895,,-0.97536
1533210804.955,11277.6,
1533210805.355,,-0.97536
1533210805.356,11277.6,
1533210805.401,11269.980000000001,
1533210805.515,,-0.65024
1533210805.952,11269.980000000001,
1533210805.957,,-0.65024
1533210806.012,11269.980000000001,
1533210806.393,11269.980000000001,
1533210806.412,11269.980000000001,
1533210806.432,,-0.65024
1533210806.911,,-0.65024
1533210806.978,11269.980000000001,
1533210807.410,11269.980000000001,
1533210807.464,,-0.32512
1533210807.548,11269.980000000001,
1533210807.995,,-0.32512
1533210808.140,11269.980000000001,
1533210808.402,,-0.32512
1533210808.612,11269.980000000001,
1533210808.733,11269.980000000001,
1533210809.021,,-0.32512
1533210809.172,11269.980000000001,
1533210809.213,11269.980000000001,
1533210809.439,,-0.32512
1533210809.587,,0.0
1533210809.611,11269.980000000001,
1533210809.742,11269.980000000001,
1533210810.048,,0.0
1533210810.252,11269.980000000001,
1533210810.333,11269.980000000001,
1533210810.499,,0.0
1533210810.609,,0.0
1533210810.832,11269.980000000001,
1533210810.878,11269.980000000001,
1533210810.933,,0.0
1533210811.290,11269.980000000001,
1533210811.399,,0.32512
1533210811.799,11269.980000000001,
1533210811.810,,0.32512
1533210812.272,11269.980000000001,
1533210812.293,11269.980000000001,
1533210812.745,11269.980000000001,
1533210812.837,,0.32512
1533210813.231,11269.980000000001,
1533210813.394,,0.32512
1533210813.407,,0.65024
1533210813.704,11269.980000000001,
1533210813.784,11269.980000000001,
1533210813.826,,0.65024
1533210814.234,,0.65024
1533210814.241,11269.980000000001,
1533210814.715,,0.65024
1533210814.759,11269.980000000001,
1533210814.784,11277.6,
1533210815.218,,0.65024
1533210815.243,11277.6,
1533210815.611,,0.65024
1533210815.665,11277.6,
1533210815.702,,0.65024
1533210815.724,11277.6,
1533210816.123,11277.6,
1533210816.135,,0.65024
1533210816.565,,0.32512
1533210816.594,11277.6,
1533210816.608,11277.6,
1533210817.061,11277.6,
1533210817.164,,0.32512
1533210817.629,11277.6,
1533210817.668,,0.65024
1533210818.169,,0.65024
1533210818.185,11277.6,
1533210818.224,,0.65024
1533210818.619,11277.6,
1533210818.664,,0.65024
1533210818.702,,0.65024
1533210818.831,11277.6,
1533210819.071,11277.6,
1533210819.164,11277.6,
1533210819.184,,0.65024
1533210819.580,11277.6,
1533210819.630,,0.32512
1533210819.997,11277.6,
1533210820.085,11277.6,
1533210820.128,,0.32512
1533210820.534,,0.32512
1533210820.565,,0.32512
1533210820.607,11277.6,
1533210820.969,,0.32512
1533210821.022,,0.32512
1533210821.034,11277.6,
1533210821.045,11269.980000000001,
1533210821.511,,0.32512
1533210821.665,11277.6,
1533210821.929,,0.32512
1533210821.977,,0.32512
1533210822.145,11277.6,
1533210822.395,,0.0
1533210822.575,,0.0
1533210822.606,11277.6,
1533210822.715,11277.6,
1533210822.797,,0.0
1533210822.826,,0.0
1533210823.226,11277.6,
1533210823.292,,0.0
1533210823.820,,0.0
1533210823.827,11277.6,
1533210823.890,,0.0
1533210823.923,11277.6,
1533210824.239,,0.0
1533210824.316,11277.6,
1533210824.329,11277.6,
1533210824.671,,0.0
1533210824.747,11277.6,
1533210824.880,11277.6,
1533210825.149,,0.0
1533210825.404,11277.6,
1533210825.723,,0.0
1533210825.997,11277.6,
1533210826.207,,0.0
1533210826.432,11277.6,
1533210826.626,,0.0
1533210826.973,11277.6,
1533210827.178,,0.0
1533210827.413,,0.0
1533210827.438,11277.6,
1533210827.678,,0.0
1533210827.813,,0.0
1533210827.944,11277.6,
1533210828.280,,0.0
1533210828.403,11277.6,
1533210828.819,,0.0
1533210828.885,11277.6,
1533210828.935,11277.6,
1533210829.257,,0.0
1533210829.336,11277.6,
1533210829.424,11277.6,
1533210829.734,,0.0
1533210830.018,11277.6,
1533210830.114,11277.6,
1533210830.197,,0.0
1533210830.533,11277.6,
1533210830.621,,0.0
1533210830.783,11277.6,
1533210831.139,11277.6,
1533210831.188,,0.0
1533210831.632,,0.0
1533210831.647,11277.6,
1533210832.106,11277.6,
1533210832.132,,0.0
1533210832.520,11277.6,
1533210832.622,,-0.32512
1533210832.640,11277.6,
1533210832.663,,0.0
1533210833.038,,-0.32512
1533210833.048,11277.6,
1533210833.143,11277.6,
1533210833.534,,-0.32512
1533210833.737,11277.6,
1533210833.956,,-0.32512
1533210834.199,11277.6,
1533210834.303,11277.6,
1533210834.457,,-0.32512
1533210834.495,,-0.32512
1533210834.739,11277.6,
1533210834.790,11277.6,
1533210834.919,,-0.32512
1533210835.315,11277.6,
1533210835.327,,-0.32512
1533210835.736,11277.6,
1533210836.044,,-0.32512
1533210836.184,11277.6,
1533210836.354,11277.6,
1533210836.594,,-0.32512
1533210836.782,11277.6,
1533210837.093,,-0.32512
1533210837.264,11277.6,
1533210837.268,11277.6,
1533210837.646,,-0.65024
1533210837.685,,-0.32512
1533210837.739,11277.6,
1533210838.213,11277.6,
1533210838.221,,-0.65024
1533210838.300,11277.6,
1533210838.640,,-0.32512
1533210838.650,,-0.65024
1533210838.699,11277.6,
1533210839.123,11277.6,
1533210839.123,,-0.32512
1533210839.158,,-0.32512
1533210839.256,11277.6,
1533210839.610,,-0.32512
1533210839.619,,-0.32512
1533210839.743,11277.6,
1533210839.852,11277.6,
1533210840.012,,-0.32512
1533210840.029,11277.6,
1533210840.086,,-0.32512
1533210840.444,11277.6,
1533210840.517,,-0.32512
1533210840.696,,-0.32512
1533210840.868,11277.6,
1533210840.936,,-0.32512
1533210840.962,11277.6,
1533210841.483,,-0.32512
1533210841.564,11277.6,
1533210841.573,11269.980000000001,
1533210841.974,,-0.32512
1533210842.074,11269.980000000001,
1533210842.463,,-0.32512
1533210842.495,11269.980000000001,
1533210842.880,,-0.32512
1533210842.963,11269.980000000001,
1533210842.989,11269.980000000001,
1533210843.308,,-0.32512
1533210843.414,11269.980000000001,
1533210843.861,,-0.32512
1533210843.898,11269.980000000001,
1533210843.964,11269.980000000001,
1533210844.358,,-0.32512
1533210844.370,11269.980000000001,
1533210844.775,11269.980000000001,
1533210844.821,,-0.32512
1533210844.975,,-0.32512
1533210845.218,11269.980000000001,
1533210845.579,,-0.32512
1533210845.634,11269.980000000001,
1533210845.649,11269.980000000001,
1533210846.002,,-0.32512
1533210846.078,11269.980000000001,
1533210846.358,11269.980000000001,
1533210846.484,,-0.32512
1533210846.679,11269.980000000001,
1533210847.075,,-0.32512
1533210847.224,11269.980000000001,
1533210847.494,,-0.32512
1533210847.638,11269.980000000001,
1533210847.750,11269.980000000001,
1533210847.941,,-0.32512
1533210848.263,11269.980000000001,
1533210848.336,11269.980000000001,
1533210848.389,,0.0
1533210848.767,11269.980000000001,
1533210848.954,,0.0
1533210849.226,11269.980000000001,
1533210849.237,11269.980000000001,
1533210849.366,11269.980000000001,
1533210849.537,,0.0
1533210849.957,11269.980000000001,
1533210850.008,,0.0
1533210850.435,,0.0
1533210850.446,11269.980000000001,
1533210850.781,,0.0
1533210850.898,11269.980000000001,
1533210851.165,,0.0
1533210851.342,11269.980000000001,
1533210851.497,11269.980000000001,
1533210851.688,,0.32512
1533210851.693,,0.0
1533210851.990,11269.980000000001,
1533210852.103,11269.980000000001,
1533210852.163,,0.32512
1533210852.435,,0.32512
1533210852.579,11269.980000000001,
1533210852.842,,0.32512
1533210853.042,11269.980000000001,
1533210853.166,11269.980000000001,
1533210853.373,,0.32512
1533210853.706,11269.980000000001,
1533210853.830,,0.32512
1533210854.126,11269.980000000001,
1533210854.434,,0.32512
1533210854.690,11269.980000000001,
1533210854.705,11269.980000000001,
1533210854.922,,0.32512
1533210855.147,11269.980000000001,
1533210855.413,,0.32512
1533210855.581,11269.980000000001,
1533210855.918,,0.32512
1533210856.018,11277.6,
1533210856.241,11269.980000000001,
1533210856.348,,0.32512
1533210856.512,11277.6,
1533210856.886,,0.32512
1533210856.972,11277.6,
1533210857.034,11277.6,
1533210857.347,,0.32512
1533210857.473,11277.6,
1533210857.614,11277.6,
1533210857.787,,0.32512
1533210858.132,11277.6,
1533210858.285,,0.32512
1533210858.699,11277.6,
1533210858.789,11277.6,
1533210858.860,,0.32512
1533210859.263,11277.6,
1533210859.300,,0.32512
1533210859.700,11277.6,
1533210859.767,,0.32512
1533210860.142,11277.6,
1533210860.159,11277.6,
1533210860.181,,0.32512
1533210860.650,11277.6,
1533210860.655,,0.32512
1533210861.200,11277.6,
1533210861.219,,0.32512
1533210861.695,,0.32512
1533210861.877,11277.6,
1533210862.168,,0.32512
1533210862.350,11277.6,
1533210862.694,,0.32512
1533210862.900,11277.6,
1533210863.175,,0.32512
1533210863.479,11277.6,
1533210863.614,,0.32512
1533210863.989,11277.6,
1533210864.170,,0.32512
1533210864.548,11277.6,
1533210864.598,,0.0
1533210865.009,,0.0
1533210865.129,11277.6,
1533210865.503,,0.0
1533210865.659,11277.6,
1533210866.043,,0.0
1533210866.244,11277.6,
1533210866.535,,0.0
1533210866.664,11277.6,
1533210867.026,,0.0
1533210867.173,11277.6,
1533210867.305,11277.6,
1533210867.580,11277.6,
1533210867.594,,0.0
1533210867.723,11277.6,
1533210867.945,11277.6,
1533210868.076,11277.6,
1533210868.092,,0.0
1533210868.521,,0.0
1533210868.641,11277.6,
1533210869.083,11277.6,
1533210869.103,,0.0
1533210869.120,11277.6,
1533210869.549,11277.6,
1533210869.669,,-0.32512
1533210870.107,11277.6,
1533210870.239,,-0.32512
1533210870.583,11277.6,
1533210870.674,,-0.32512
1533210871.078,11277.6,
1533210871.110,,-0.32512
1533210871.603,,-0.65024
1533210871.615,11277.6,
1533210871.649,,-0.32512
1533210871.674,11277.6,
1533210872.031,,-0.65024
1533210872.153,11277.6,
1533210872.366,11277.6,
1533210872.454,,-0.65024
1533210872.575,11277.6,
1533210873.124,11277.6,
1533210873.195,,-0.65024
1533210873.544,11277.6,
1533210873.611,,-0.97536
1533210874.089,11277.6,
1533210874.160,,-0.97536
1533210874.548,11269.980000000001,
1533210874.729,,-0.97536
1533210874.970,11269.980000000001,
1533210875.026,11269.980000000001,
1533210875.137,,-0.97536
1533210875.520,11269.980000000001,
1533210875.694,,-0.65024
1533210875.950,11269.980000000001,
1533210876.115,11269.980000000001,
1533210876.154,,-0.65024
1533210876.410,11269.980000000001,
1533210876.543,11269.980000000001,
1533210876.588,,-0.65024
1533210876.945,11269.980000000001,
1533210877.163,,-0.65024
1533210877.486,11269.980000000001,
1533210877.590,,-0.32512
1533210878.124,,-0.32512
1533210878.192,11269.980000000001,
1533210878.617,,0.0
1533210878.660,11269.980000000001,
1533210879.046,,0.0
1533210879.268,11269.980000000001,
1533210879.698,11269.980000000001,
1533210879.753,11269.980000000001,
1533210880.060,,0.32512
1533210880.157,11269.980000000001,
1533210880.355,11269.980000000001,
1533210880.557,,0.32512
1533210880.749,11269.980000000001,
1533210881.115,,0.32512
1533210881.164,11269.980000000001,
1533210881.274,11269.980000000001,
1533210881.689,,0.65024
1533210881.767,11269.980000000001,
1533210881.844,11269.980000000001,
1533210882.187,,0.65024
1533210882.469,11269.980000000001,
1533210882.721,,0.65024
1533210882.941,11269.980000000001,
1533210883.239,,0.65024
1533210883.459,11269.980000000001,
1533210883.718,,0.65024
1533210883.944,11277.6,
1533210884.165,,0.65024
1533210884.522,11277.6,
1533210884.638,,0.65024
1533210884.720,,0.97536
1533210884.988,11277.6,
1533210885.283,,0.97536
1533210885.561,11277.6,
1533210885.830,,0.97536
1533210886.018,11277.6,
1533210886.298,,0.97536
1533210886.443,11277.6,
1533210886.606,11277.6,
1533210886.799,,0.97536
1533210886.809,,0.65024
1533210887.032,11277.6,
1533210887.365,,0.65024
1533210887.524,11277.6,
1533210887.669,11277.6,
1533210887.677,11277.6,
1533210887.908,,0.65024
1533210888.003,11277.6,
1533210888.314,,0.65024
1533210888.601,11277.6,
1533210888.763,,0.32512
1533210888.785,11277.6,
1533210889.138,11277.6,
1533210889.324,,0.0
1533210889.618,11277.6,
1533210889.645,11277.6,
1533210889.919,,0.0
1533210890.187,11277.6,
1533210890.443,,0.0
1533210890.723,11277.6,
1533210890.793,11277.6,
1533210891.021,,0.0
1533210891.194,11277.6,
1533210891.540,,-0.32512
1533210891.754,11277.6,
1533210892.031,,-0.32512
1533210892.180,11277.6,
1533210892.515,,-0.32512
1533210892.717,11277.6,
1533210892.980,,-0.32512
1533210893.227,11277.6,
1533210893.382,,-0.32512
1533210893.816,11277.6,
1533210893.978,,-0.32512
1533210894.275,11277.6,
1533210894.440,,-0.32512
1533210894.680,11277.6,
1533210894.900,11277.6,
1533210895.070,,-0.32512
1533210895.335,11277.6,
1533210895.434,11277.6,
1533210895.576,,0.0
1533210895.895,11277.6,
1533210896.030,,0.0
1533210896.302,11277.6,
1533210896.404,11277.6,
1533210896.635,,0.0
1533210896.854,11277.6,
1533210897.093,,0.0
1533210897.255,11277.6,
1533210897.516,,0.0
1533210897.763,11277.6,
1533210898.028,,0.0
1533210898.220,11277.6,
1533210898.479,,0.0
1533210898.827,11277.6,
1533210899.050,,0.0
1533210899.265,11277.6,
1533210899.519,,0.0
1533210899.808,11277.6,
1533210900.087,,0.0
1533210900.377,11277.6,
1533210900.588,,0.32512
1533210900.818,11277.6,
1533210901.002,11277.6,
1533210901.130,,0.32512
1533210901.407,11277.6,
1533210901.609,,0.32512
1533210902.022,11277.6,
1533210902.069,,0.32512
1533210902.520,11277.6,
1533210902.660,,0.32512
1533210902.928,11277.6,
1533210903.210,,0.32512
1533210903.323,11277.6,
1533210903.785,,0.0
1533210903.797,11277.6,
1533210903.908,11277.6,
1533210904.254,,0.0
1533210904.339,11277.6,
1533210904.674,,0.0
1533210904.909,11277.6,
1533210905.170,,0.0
1533210905.239,,0.0
1533210905.377,11277.6,
1533210905.647,,-0.32512
1533210905.848,11277.6,
1533210905.876,11277.6,
1533210906.104,,-0.32512
1533210906.399,11277.6,
1533210906.697,,-0.32512
1533210906.881,11277.6,
1533210907.175,,-0.32512
1533210907.459,11277.6,
1533210907.648,,-0.65024
1533210908.006,11277.6,
1533210908.125,,-0.65024
1533210908.481,11277.6,
1533210908.642,,-0.65024
1533210909.062,11277.6,
1533210909.105,11277.6,
1533210909.163,,-0.65024
1533210909.531,11277.6,
1533210909.647,,-0.65024
1533210910.088,11277.6,
1533210910.198,,-0.65024
1533210910.537,11277.6,
1533210910.556,11277.6,
1533210910.803,,-0.65024
1533210910.985,11277.6,
1533210911.112,11269.980000000001,
1533210911.236,,-0.65024
1533210911.600,11269.980000000001,
1533210911.733,11269.980000000001,
1533210911.790,,-0.32512
1533210911.888,,-0.65024
1533210912.160,11269.980000000001,
1533210912.311,,-0.32512
1533210912.727,11269.980000000001,
1533210912.748,,-0.32512
1533210913.154,11269.980000000001,
1533210913.256,,-0.32512
1533210913.594,11269.980000000001,
1533210913.707,,0.0
1533210914.123,11269.980000000001,
1533210914.180,,0.0
1533210914.545,11269.980000000001,
1533210914.723,,0.0
1533210914.993,11269.980000000001,
1533210915.259,,0.0
1533210915.450,11269.980000000001,
1533210915.756,,0.32512
1533210915.933,11269.980000000001,
1533210916.372,,0.0
1533210916.487,11269.980000000001,
1533210916.488,11277.6,
1533210916.775,,0.0
1533210917.094,11269.980000000001,
1533210917.369,,0.0
1533210917.536,,0.0
1533210917.551,11269.980000000001,
1533210917.647,11269.980000000001,
1533210917.824,,0.0
1533210918.116,11269.980000000001,
1533210918.199,11277.6,
1533210918.358,,0.0
1533210918.776,11269.980000000001,
1533210918.868,,-0.32512
1533210919.265,11269.980000000001,
1533210919.453,,-0.32512
1533210919.809,11269.980000000001,
1533210919.889,,-0.32512
1533210920.313,11269.980000000001,
1533210920.532,,-0.32512
1533210920.939,,-0.32512
1533210920.954,11269.980000000001,
1533210921.143,11269.980000000001,
1533210921.389,11269.980000000001,
1533210921.463,,-0.32512
1533210921.912,,-0.32512
1533210921.926,11269.980000000001,
1533210922.507,11269.980000000001,
1533210922.568,,-0.32512
1533210923.058,11269.980000000001,
1533210923.095,,-0.32512
1533210923.470,11269.980000000001,
1533210923.668,11269.980000000001,
1533210923.683,,-0.32512
1533210924.195,11269.980000000001,
1533210924.258,,-0.32512
1533210924.644,11269.980000000001,
1533210924.775,,-0.32512
1533210924.890,,0.0
1533210925.105,11269.980000000001,
1533210925.414,,0.0
1533210925.672,11269.980000000001,
1533210925.816,11269.980000000001,
1533210925.826,,0.0
1533210926.109,11269.980000000001,
1533210926.434,,0.0
1533210926.529,11269.980000000001,
1533210926.852,,0.0
1533210927.124,11269.980000000001,
1533210927.341,,0.0
1533210927.560,11269.980000000001,
1533210927.797,,0.0
1533210928.040,11269.980000000001,
1533210928.311,,0.0
1533210928.494,11269.980000000001,
1533210928.594,11269.980000000001,
1533210928.799,,0.0
1533210929.035,11269.980000000001,
1533210929.134,11269.980000000001,
1533210929.233,,0.0
1533210929.614,11269.980000000001,
1533210929.766,,0.32512
1533210930.070,11269.980000000001,
1533210930.212,,0.32512
1533210930.476,11269.980000000001,
1533210930.750,,0.32512
1533210931.053,11269.980000000001,
1533210931.325,,0.32512
1533210931.610,11269.980000000001,
1533210931.630,11269.980000000001,
1533210931.826,,0.32512
1533210932.229,11269.980000000001,
1533210932.402,,0.32512
1533210932.634,11269.980000000001,
1533210932.746,11269.980000000001,
1533210932.898,,0.32512
1533210933.229,11277.6,
1533210933.416,,0.0
1533210933.489,,0.32512
1533210933.664,11277.6,
1533210933.943,,0.0
1533210934.184,11277.6,
1533210934.528,,0.0
1533210934.756,11269.980000000001,
1533210935.125,11269.980000000001,
1533210935.133,,0.0
1533210935.270,11269.980000000001,
1533210935.568,,0.0
1533210935.648,11269.980000000001,
1533210936.058,,0.0
1533210936.146,11269.980000000001,
1533210936.261,11269.980000000001,
1533210936.437,,0.0
1533210936.708,11269.980000000001,
1533210936.928,,0.0
1533210937.195,11269.980000000001,
1533210937.447,,0.0
1533210937.734,11269.980000000001,
1533210937.871,,0.0
1533210938.149,11269.980000000001,
1533210938.365,,0.0
1533210938.683,11277.6,
1533210938.849,,0.0
1533210939.277,11277.6,
1533210939.381,,0.32512
1533210939.820,11277.6,
1533210939.985,,0.32512
1533210940.392,,0.0
1533210940.426,11277.6,
1533210940.574,11277.6,
1533210940.836,,0.0
1533210940.837,11277.6,
1533210941.043,11277.6,
1533210941.471,,0.0
1533210941.571,11277.6,
1533210941.894,,0.0
1533210942.000,11277.6,
1533210942.368,,0.0
1533210942.520,11277.6,
1533210942.814,,0.0
1533210943.074,11277.6,
1533210943.417,,0.0
1533210943.492,11277.6,
1533210943.935,,0.0
1533210943.961,11277.6,
1533210944.346,,-0.32512
1533210944.489,11277.6,
1533210944.824,,-0.32512
1533210944.994,11277.6,
1533210945.164,11277.6,
1533210945.276,,-0.32512
1533210945.491,11277.6,
1533210945.808,,-0.32512
1533210945.942,11277.6,
1533210946.279,,-0.32512
1533210946.471,11277.6,
1533210946.688,,-0.32512
1533210946.882,11269.980000000001,
1533210947.116,,-0.32512
1533210947.283,11269.980000000001,
1533210947.643,,-0.32512
1533210947.694,11269.980000000001,
1533210948.228,,-0.32512
1533210948.621,11269.980000000001,
1533210948.774,,-0.32512
1533210949.006,11269.980000000001,
1533210949.299,,-0.32512
1533210949.483,11269.980000000001,
1533210949.686,11269.980000000001,
1533210949.686,11269.980000000001,
1533210949.873,,-0.32512
1533210950.003,11269.980000000001,
1533210950.334,,-0.32512
1533210950.429,11269.980000000001,
1533210950.863,,0.0
1533210950.946,11269.980000000001,
1533210951.370,11269.980000000001,
1533210951.375,,0.0
1533210951.837,,0.0
1533210951.901,11269.980000000001,
1533210952.294,,0.0
1533210952.474,11269.980000000001,
1533210952.720,,0.0
1533210953.018,11269.980000000001,
1533210953.158,,0.0
1533210953.447,11269.980000000001,
1533210953.465,11269.980000000001,
1533210953.738,,0.0
1533210953.970,11269.980000000001,
1533210954.162,,0.0
1533210954.547,11269.980000000001,
1533210954.695,,-0.32512
1533210954.960,11269.980000000001,
1533210955.217,,-0.32512
1533210955.366,11269.980000000001,
1533210955.543,11269.980000000001,
1533210956.115,11269.980000000001,
1533210956.348,,-0.32512
1533210956.722,11269.980000000001,
1533210956.878,,-0.65024
1533210956.924,11269.980000000001,
1533210956.948,,-0.32512
1533210957.277,11269.980000000001,
1533210957.302,,-0.65024
1533210957.780,11269.980000000001,
1533210957.940,,-0.32512
1533210957.968,,-0.65024
1533210958.290,11269.980000000001,
1533210958.354,,-0.65024
1533210958.737,11269.980000000001,
1533210958.774,11269.980000000001,
1533210958.986,,-0.65024
1533210959.238,11269.980000000001,
1533210959.409,,-0.32512
1533210959.433,,-0.65024
1533210959.674,11269.980000000001,
1533210959.822,11269.980000000001,
1533210959.880,,-0.32512
1533210960.328,,-0.32512
1533210960.385,11269.980000000001,
1533210960.806,,-0.32512
1533210960.820,11269.980000000001,
1533210960.962,11269.980000000001,
1533210961.211,,-0.32512
1533210961.488,11269.980000000001,
1533210961.820,,-0.32512
1533210962.018,11269.980000000001,
1533210962.068,11269.980000000001,
1533210962.314,,-0.32512
1533210962.537,11269.980000000001,
1533210962.887,,-0.32512
1533210963.097,11269.980000000001,
1533210963.376,,0.0
1533210963.586,11269.980000000001,
1533210963.974,,0.0
1533210964.053,11269.980000000001,
1533210964.466,,0.0
1533210964.525,11269.980000000001,
1533210964.882,,0.0
1533210964.988,11269.980000000001,
1533210965.151,11269.980000000001,
1533210965.350,,0.0
1533210965.424,11269.980000000001,
1533210965.712,11269.980000000001,
1533210965.929,,0.0
1533210965.950,11269.980000000001,
1533210966.377,,0.32512
1533210966.491,11269.980000000001,
1533210966.933,11269.980000000001,
1533210966.956,,0.32512
1533210967.166,11269.980000000001,
1533210967.423,,0.32512
1533210967.434,11269.980000000001,
1533210967.877,11269.980000000001,
1533210967.958,11269.980000000001,
1533210967.998,,0.32512
1533210968.165,,0.32512
1533210968.435,11269.980000000001,
1533210968.484,,0.32512
1533210968.940,,0.32512
1533210968.947,11269.980000000001,
1533210968.954,11269.980000000001,
1533210969.401,11269.980000000001,
1533210969.401,,0.32512
1533210969.816,,0.32512
1533210969.824,11269.980000000001,
1533210970.295,11269.980000000001,
1533210970.335,11269.980000000001,
1533210970.474,,0.32512
1533210970.750,11269.980000000001,
1533210970.871,11269.980000000001,
1533210970.871,11269.980000000001,
1533210971.028,,0.32512
1533210971.151,11269.980000000001,
1533210971.513,,0.32512
1533210971.630,11269.980000000001,
1533210971.652,11269.980000000001,
1533210972.087,,0.32512
1533210972.156,11269.980000000001,
1533210972.646,,0.32512
1533210972.744,11269.980000000001,
1533210972.952,11269.980000000001,
1533210973.059,,0.32512
1533210973.221,11269.980000000001,
1533210973.658,,0.32512
1533210973.680,11269.980000000001,
1533210973.732,,0.65024
1533210974.189,,0.65024
1533210974.196,11269.980000000001,
1533210974.586,,0.32512
1533210974.718,11269.980000000001,
1533210975.027,,0.32512
1533210975.235,11269.980000000001,
1533210975.436,,0.32512
1533210975.694,11269.980000000001,
1533210975.894,,0.32512
1533210976.219,11269.980000000001,
1533210976.523,,0.32512
1533210976.823,11269.980000000001,
1533210977.122,,0.32512
1533210977.258,11269.980000000001,
1533210977.613,,0.0
1533210977.700,11269.980000000001,
1533210978.084,,0.0
1533210978.180,11269.980000000001,
1533210978.218,11269.980000000001,
1533210978.668,,0.32512
1533210978.889,11269.980000000001,
1533210979.241,,0.32512
1533210979.369,11269.980000000001,
1533210979.726,,0.32512
1533210979.961,11269.980000000001,
1533210980.141,,0.32512
1533210980.364,11269.980000000001,
1533210980.740,,0.32512
1533210980.892,11269.980000000001,
1533210980.936,11269.980000000001,
1533210981.196,,0.32512
1533210981.397,11269.980000000001,
1533210981.720,,0.32512
1533210981.886,11277.6,
1533210982.323,,0.32512
1533210982.379,11277.6,
1533210982.760,,0.0
1533210982.903,11277.6,
1533210983.203,,0.0
1533210983.357,11277.6,
1533210983.786,,0.0
1533210983.835,11277.6,
1533210983.870,11277.6,
1533210984.238,,0.0
1533210984.373,11277.6,
1533210984.651,,0.0
1533210984.775,11277.6,
1533210984.906,11277.6,
1533210985.097,,0.0
1533210985.399,11269.980000000001,
1533210985.539,,-0.32512
1533210985.788,,0.0
1533210985.935,11269.980000000001,
1533210986.109,,-0.32512
1533210986.393,11269.980000000001,
1533210986.624,,-0.32512
1533210987.083,,-0.32512
1533210987.361,11269.980000000001,
1533210987.694,,-0.32512
1533210987.796,11269.980000000001,
1533210988.266,,-0.32512
1533210988.372,11269.980000000001,
1533210988.779,11269.980000000001,
1533210988.853,,-0.32512
1533210989.244,11269.980000000001,
1533210989.270,,-0.32512
1533210989.690,,-0.32512
1533210989.768,11269.980000000001,
1533210990.151,,-0.32512
1533210990.253,11269.980000000001,
1533210990.675,,-0.32512
1533210990.837,11269.980000000001,
1533210990.975,11269.980000000001,
1533210991.247,,-0.32512
1533210991.460,11269.980000000001,
1533210991.461,11269.980000000001,
1533210991.797,,-0.32512
1533210991.802,11269.980000000001,
1533210992.299,11269.980000000001,
1533210992.367,,-0.32512
1533210992.717,11269.980000000001,
1533210992.873,,0.0
1533210992.894,11269.980000000001,
1533210993.317,11269.980000000001,
1533210993.460,,-0.32512
1533210993.822,11269.980000000001,
1533210994.041,,-0.32512
1533210994.368,11269.980000000001,
