maktimestamp,altitude,velocity
1533209021.968,8892.54,
1533209022.269,,3.90144
1533209022.432,8892.54,
1533209022.772,,3.90144
1533209022.875,8900.16,
1533209023.231,,3.90144
1533209023.310,8900.16,
1533209023.796,,3.90144
1533209023.875,8900.16,
1533209024.219,,3.90144
1533209024.430,8900.16,
1533209024.705,,3.90144
1533209024.863,8907.78,
1533209025.306,,3.90144
1533209025.326,8907.78,
1533209025.811,8907.78,
1533209025.814,,3.90144
1533209026.303,8907.78,
1533209026.358,,3.90144
1533209026.717,8915.4,
1533209026.841,,3.90144
1533209027.227,8915.4,
1533209027.432,,3.90144
1533209027.661,8915.4,
1533209028.028,,3.90144
1533209028.158,8915.4,
1533209028.532,,3.90144
1533209028.744,8923.02,
1533209028.939,,3.90144
1533209029.280,8923.02,
1533209029.490,,3.90144
1533209029.850,8923.02,
1533209030.001,,3.90144
1533209030.439,8923.02,
1533209030.591,,3.90144
1533209030.858,8930.640000000001,
1533209031.033,,3.90144
1533209031.370,8930.640000000001,
1533209031.472,,3.90144
1533209031.885,8930.640000000001,
1533209032.036,,3.90144
1533209032.336,8930.640000000001,
1533209032.564,,3.90144
1533209032.750,8930.640000000001,
1533209032.777,8938.26,
1533209033.162,,3.90144
1533209033.369,8938.26,
1533209033.600,,3.90144
1533209033.852,8938.26,
1533209034.056,,3.90144
1533209034.285,8938.26,
1533209034.634,,3.90144
1533209034.705,8945.880000000001,
1533209035.168,,3.90144
1533209035.316,8945.880000000001,
1533209035.642,,3.90144
1533209035.755,8945.880000000001,
1533209036.125,,3.90144
1533209036.286,8945.880000000001,
1533209036.725,8953.5,
1533209036.807,,4.22656
1533209037.166,8953.5,
1533209037.303,,4.22656
1533209037.737,8953.5,
1533209037.888,,4.22656
1533209038.202,8953.5,
1533209038.431,,4.22656
1533209038.610,8961.12,
1533209038.925,,4.22656
1533209039.077,8961.12,
1533209039.359,,4.22656
1533209039.538,8961.12,
1533209039.793,,4.22656
1533209040.108,8961.12,
1533209040.255,,4.22656
1533209040.622,8968.74,
1533209040.829,,4.22656
1533209041.140,8968.74,
1533209041.359,,4.22656
1533209041.653,8968.74,
1533209041.767,,4.22656
1533209042.118,8968.74,
1533209042.200,,4.22656
1533209042.628,,4.22656
1533209042.704,8976.36,
1533209043.216,,4.22656
1533209043.296,8976.36,
1533209043.818,,4.22656
1533209043.905,8976.36,
1533209044.297,,4.22656
1533209044.445,8983.98,
1533209044.858,,4.22656
1533209044.884,8983.98,
1533209045.326,,4.22656
1533209045.377,8983.98,
1533209045.842,,4.22656
1533209045.861,8983.98,
1533209046.287,8991.6,
1533209046.416,,4.22656
1533209046.777,8991.6,
1533209046.968,,4.22656
1533209047.353,8991.6,
1533209047.474,,4.22656
1533209047.939,8991.6,
1533209047.964,,4.22656
1533209048.398,8999.220000000001,
1533209048.477,,4.22656
1533209048.836,8999.220000000001,
1533209049.094,,4.22656
1533209049.333,8999.220000000001,
1533209049.637,,3.90144
1533209049.912,9006.84,
1533209050.213,,3.90144
1533209050.366,9006.84,
1533209050.774,,3.90144
1533209050.980,9006.84,
1533209051.258,,3.90144
1533209051.462,9006.84,
1533209051.859,,3.90144
1533209051.934,9014.460000000001,
1533209052.362,,3.90144
1533209052.387,9014.460000000001,
1533209052.782,,3.90144
1533209052.811,9014.460000000001,
1533209053.372,,3.90144
1533209053.398,9014.460000000001,
1533209053.775,,3.90144
1533209053.878,9014.460000000001,
1533209054.282,,3.90144
1533209054.449,9022.08,
1533209054.828,,3.90144
1533209055.023,9022.08,
1533209055.413,,3.90144
1533209055.463,9022.08,
1533209055.919,9029.7,
1533209055.940,,3.90144
1533209056.386,9029.7,
1533209056.486,,3.90144
1533209056.872,9029.7,
1533209056.898,9029.7,
1533209056.899,,3.90144
1533209057.433,9029.7,
1533209057.524,,3.90144
1533209057.987,9037.32,
1533209058.074,,3.90144
1533209058.455,9037.32,
1533209058.612,,3.90144
1533209058.993,9037.32,
1533209059.020,,3.90144
1533209059.463,9037.32,
1533209059.558,,3.90144
1533209059.971,,3.90144
1533209060.503,,4.22656
1533209060.528,9044.94,
1533209060.915,,4.22656
1533209061.001,9044.94,
1533209061.376,,4.22656
1533209061.545,9044.94,
1533209061.830,,4.22656
1533209062.090,9052.560000000001,
1533209062.264,,4.22656
1533209062.681,9052.560000000001,
1533209062.733,,4.22656
1533209063.135,9052.560000000001,
1533209063.171,,4.22656
1533209063.713,9052.560000000001,
1533209063.763,,4.22656
1533209064.224,9060.18,
1533209064.274,,4.22656
1533209064.685,,4.22656
1533209064.720,9060.18,
1533209065.164,,4.22656
1533209065.257,9060.18,
1533209065.679,,4.22656
1533209065.794,9067.800000000001,
1533209066.100,,4.22656
1533209066.274,9067.800000000001,
1533209066.608,,4.22656
1533209066.888,9067.800000000001,
1533209067.128,,4.22656
1533209067.323,9067.800000000001,
1533209067.654,,4.22656
1533209067.807,9075.42,
1533209068.075,,4.22656
1533209068.209,9075.42,
1533209068.517,,4.22656
1533209068.771,9075.42,
1533209068.932,,4.22656
1533209069.320,9083.04,
1533209069.377,,4.22656
1533209069.765,9083.04,
1533209069.913,,4.22656
1533209070.322,9083.04,
1533209070.424,,4.22656
1533209070.782,9083.04,
1533209070.869,,4.22656
1533209071.298,9090.66,
1533209071.324,,4.22656
1533209071.738,9090.66,
1533209071.763,,4.22656
1533209072.224,,4.22656
1533209072.336,9090.66,
1533209072.742,9090.66,
1533209072.777,,4.22656
1533209073.179,,4.22656
1533209073.307,9098.28,
1533209073.609,,4.22656
1533209073.871,9098.28,
1533209074.036,,4.22656
1533209074.467,9098.28,
1533209074.543,,4.22656
1533209074.977,9105.9,
1533209075.001,,4.22656
1533209075.403,9105.9,
1533209075.619,,4.22656
1533209075.876,9105.9,
1533209076.100,,4.22656
1533209076.279,9105.9,
1533209076.658,,4.22656
1533209076.737,9105.9,
1533209077.082,,4.22656
1533209077.277,9113.52,
1533209077.505,,4.22656
1533209077.837,9113.52,
1533209077.992,,4.22656
1533209078.306,9113.52,
1533209078.449,,4.22656
1533209078.857,9121.140000000001,
1533209078.947,,4.22656
1533209079.384,9121.140000000001,
1533209079.493,,4.22656
1533209079.943,9121.140000000001,
1533209079.981,,4.22656
1533209080.397,9121.140000000001,
1533209080.583,,4.22656
1533209080.862,9128.76,
1533209081.170,,4.22656
1533209081.269,9128.76,
1533209081.599,,4.22656
1533209081.687,9128.76,
1533209082.005,9128.76,
1533209082.082,,4.22656
1533209082.262,9128.76,
1533209082.660,9136.380000000001,
1533209082.736,,4.22656
1533209083.144,,4.22656
1533209083.162,9136.380000000001,
1533209083.700,,4.22656
1533209083.703,9136.380000000001,
1533209084.213,9136.380000000001,
1533209084.263,,4.22656
1533209084.699,9144.0,
1533209084.800,,4.22656
1533209085.259,9144.0,
1533209085.285,,4.22656
1533209085.768,9144.0,
1533209085.794,,4.22656
1533209086.255,,4.22656
1533209086.306,9151.62,
1533209086.795,,4.22656
1533209086.897,9151.62,
1533209087.393,,3.90144
1533209087.471,9151.62,
1533209087.925,,3.90144
1533209087.977,9151.62,
1533209088.440,,3.90144
1533209088.441,9159.24,
1533209088.949,,3.90144
1533209088.950,9159.24,
1533209089.370,9159.24,
1533209089.383,,3.90144
1533209089.384,9159.24,
1533209089.809,9159.24,
1533209089.823,,3.90144
1533209089.823,9159.24,
1533209090.225,,3.90144
1533209090.245,9166.86,
1533209090.665,,3.90144
1533209090.727,9166.86,
1533209091.080,,3.90144
1533209091.203,9166.86,
1533209091.499,,3.90144
1533209091.792,9166.86,
1533209091.964,,3.90144
1533209092.231,9174.48,
1533209092.439,,3.90144
1533209092.795,9174.48,
1533209092.926,,3.90144
1533209093.371,9174.48,
1533209093.515,,4.22656
1533209093.784,9174.48,
1533209093.973,,4.22656
1533209094.315,9182.1,
1533209094.446,,4.22656
1533209094.802,9182.1,
1533209094.959,,4.22656
1533209095.316,9182.1,
1533209095.546,,4.22656
1533209095.882,9182.1,
1533209096.018,,4.22656
1533209096.450,9189.720000000001,
1533209096.583,,4.22656
1533209096.945,9189.720000000001,
1533209097.097,,4.22656
1533209097.402,9189.720000000001,
1533209097.681,,4.22656
1533209097.836,9189.720000000001,
1533209098.282,,4.22656
1533209098.412,9197.34,
1533209098.749,,4.22656
1533209098.958,9197.34,
1533209099.162,,4.22656
1533209099.466,9197.34,
1533209099.698,,3.90144
1533209100.046,9204.960000000001,
1533209100.189,,3.90144
1533209100.509,9204.960000000001,
1533209100.696,,3.90144
1533209101.028,9204.960000000001,
1533209101.267,,3.90144
1533209101.464,9204.960000000001,
1533209101.674,,3.90144
1533209102.072,9212.58,
1533209102.272,,3.90144
1533209102.476,9212.58,
1533209102.705,,3.90144
1533209102.934,9212.58,
1533209103.209,,3.90144
1533209103.465,9212.58,
1533209103.643,,3.90144
1533209103.922,9220.2,
1533209104.178,,3.90144
1533209104.508,9220.2,
1533209104.662,,3.90144
1533209105.095,9220.2,
1533209105.165,,3.90144
1533209105.620,9220.2,
1533209105.644,,3.90144
1533209106.043,9227.82,
1533209106.110,,3.90144
1533209106.590,9227.82,
1533209106.604,,3.90144
1533209107.126,9227.82,
1533209107.128,,3.90144
1533209107.532,,3.90144
1533209107.709,9227.82,
1533209108.096,,3.90144
1533209108.314,9235.44,
1533209108.673,,3.90144
1533209108.834,9235.44,
1533209109.242,9235.44,
1533209109.277,,3.90144
1533209109.629,9220.2,
1533209109.667,9227.82,
1533209109.677,9227.82,
1533209109.689,,3.90144
1533209109.692,,3.90144
1533209109.802,9243.060000000001,
1533209110.146,,3.90144
1533209110.262,9243.060000000001,
1533209110.592,,4.22656
1533209110.717,9243.060000000001,
1533209111.023,,4.22656
1533209111.124,9243.060000000001,
1533209111.557,,4.22656
1533209111.601,9243.060000000001,
1533209112.083,,4.22656
1533209112.118,9250.68,
1533209112.550,9250.68,
1533209112.597,,3.90144
1533209113.093,,3.90144
1533209113.205,9250.68,
1533209113.573,,3.90144
1533209113.627,9258.300000000001,
1533209114.038,9258.300000000001,
1533209114.064,,3.90144
1533209114.598,9258.300000000001,
1533209114.650,,4.22656
1533209115.096,9258.300000000001,
1533209115.170,,4.22656
1533209115.674,9265.92,
1533209115.756,,4.22656
1533209116.159,9265.92,
1533209116.237,,4.22656
1533209116.640,9265.92,
1533209116.786,,4.22656
1533209117.265,9265.92,
1533209117.350,,4.22656
1533209117.708,9273.54,
1533209117.792,,4.22656
1533209117.917,,4.22656
1533209118.231,9273.54,
1533209118.349,,4.22656
1533209118.698,9273.54,
1533209118.779,,4.22656
1533209119.190,9273.54,
1533209119.352,,4.22656
1533209119.630,9281.16,
1533209119.935,,4.22656
1533209120.233,9281.16,
1533209120.346,,4.22656
1533209120.532,9265.92,
1533209120.780,9281.16,
1533209120.789,,4.22656
1533209120.900,9273.54,
1533209120.904,,4.22656
1533209120.920,9273.54,
1533209120.929,9273.54,
1533209121.375,9288.78,
1533209121.392,,4.22656
1533209121.443,,4.22656
1533209121.856,,4.22656
1533209121.946,9288.78,
1533209122.293,,4.22656
1533209122.392,9288.78,
1533209122.828,,4.22656
1533209122.836,9288.78,
1533209123.337,,4.22656
1533209123.362,9296.4,
1533209123.839,,4.22656
1533209123.840,9296.4,
1533209123.861,9296.4,
1533209123.920,,4.22656
1533209123.940,9288.78,
1533209124.276,9296.4,
1533209124.436,,4.22656
1533209124.762,9296.4,
1533209124.969,,4.22656
1533209125.338,9296.4,
1533209125.352,9304.02,
1533209125.475,,4.22656
1533209125.836,9304.02,
1533209125.896,,4.22656
1533209126.314,9304.02,
1533209126.507,,4.22656
1533209126.803,9304.02,
1533209127.067,,4.22656
1533209127.309,9311.640000000001,
1533209127.609,,4.22656
1533209127.727,9311.640000000001,
1533209127.783,9311.640000000001,
1533209128.178,,4.22656
1533209128.338,9311.640000000001,
1533209128.612,,4.22656
1533209128.898,9319.26,
1533209129.025,,4.22656
1533209129.449,9319.26,
1533209129.457,,4.22656
1533209129.868,,4.22656
1533209129.908,9319.26,
1533209129.944,9319.26,
1533209130.392,9319.26,
1533209130.429,,4.22656
1533209130.857,9326.880000000001,
1533209130.955,,4.22656
1533209131.398,9326.880000000001,
1533209131.458,,3.90144
1533209131.947,9326.880000000001,
1533209131.972,,3.90144
1533209132.479,,3.90144
1533209132.561,9326.880000000001,
1533209132.597,9326.880000000001,
1533209132.599,,4.22656
1533209132.928,,3.90144
1533209133.042,9334.5,
1533209133.108,9326.880000000001,
1533209133.372,,3.90144
1533209133.467,9334.5,
1533209133.817,,3.90144
1533209133.887,9334.5,
1533209134.290,,3.90144
1533209134.343,9334.5,
1533209134.385,9334.5,
1533209134.404,9334.5,
1533209134.870,,3.90144
1533209134.931,9342.12,
1533209134.969,9334.5,
1533209135.378,,3.90144
1533209135.407,9342.12,
1533209135.857,9342.12,
1533209135.915,,3.90144
1533209136.356,9342.12,
1533209136.441,,3.90144
1533209136.873,,3.90144
1533209136.923,9349.74,
1533209137.415,,3.90144
1533209137.480,9349.74,
1533209137.816,,3.90144
1533209137.862,9349.74,
1533209138.047,9349.74,
1533209138.428,,3.90144
1533209138.456,9349.74,
1533209138.913,,3.90144
1533209138.990,9357.36,
1533209139.425,,3.90144
1533209139.469,9357.36,
1533209139.898,,3.90144
1533209140.026,9357.36,
1533209140.320,,3.90144
1533209140.457,9357.36,
1533209140.749,,3.90144
1533209140.888,9364.98,
1533209141.182,,3.90144
1533209141.361,9364.98,
1533209141.644,,3.90144
1533209141.757,9364.98,
1533209141.919,9364.98,
1533209142.115,,3.90144
1533209142.371,9364.98,
1533209142.681,,4.22656
1533209142.843,9372.6,
1533209143.237,,4.22656
1533209143.291,9372.6,
1533209143.725,9372.6,
1533209143.776,,3.90144
1533209144.240,9372.6,
1533209144.360,,3.90144
1533209144.792,,3.90144
1533209144.833,9380.220000000001,
1533209145.197,,3.90144
1533209145.321,9380.220000000001,
1533209145.618,,3.90144
1533209145.765,9380.220000000001,
1533209146.166,,3.90144
1533209146.200,9380.220000000001,
1533209146.571,9380.220000000001,
1533209146.574,,3.90144
1533209146.589,9387.84,
1533209147.030,,3.90144
1533209147.110,9387.84,
1533209147.598,,3.90144
1533209147.682,9387.84,
1533209148.059,,3.90144
1533209148.095,9380.220000000001,
1533209148.238,9387.84,
1533209148.629,,3.90144
1533209148.721,9395.460000000001,
1533209149.150,9395.460000000001,
1533209149.216,,3.90144
1533209149.590,9395.460000000001,
1533209149.669,,4.22656
1533209150.196,9395.460000000001,
1533209150.220,,4.22656
1533209150.691,9403.08,
1533209150.811,,4.22656
1533209151.193,9403.08,
1533209151.373,,4.22656
1533209151.759,9403.08,
1533209151.915,,4.22656
1533209152.221,9403.08,
1533209152.374,,4.22656
1533209152.704,9410.7,
1533209152.956,,4.22656
1533209153.249,9410.7,
1533209153.487,,4.22656
1533209153.719,9410.7,
1533209154.004,,4.22656
1533209154.315,9418.32,
1533209154.490,,3.90144
1533209154.752,9418.32,
1533209155.058,,3.90144
1533209155.279,9418.32,
1533209155.611,,3.90144
1533209155.880,9418.32,
1533209156.055,,3.90144
1533209156.180,9410.7,
1533209156.281,9418.32,
1533209156.412,9425.94,
1533209156.616,,3.90144
1533209156.974,9425.94,
1533209157.232,,3.90144
1533209157.539,9425.94,
1533209157.771,,3.90144
1533209158.093,9425.94,
1533209158.175,,3.90144
1533209158.586,,3.90144
1533209158.638,9433.560000000001,
1533209158.737,9425.94,
1533209159.019,9433.560000000001,
1533209159.197,,3.90144
1533209159.530,9433.560000000001,
1533209159.607,,3.90144
1533209159.982,9433.560000000001,
1533209160.008,9433.560000000001,
1533209160.164,,3.90144
1533209160.488,9441.18,
1533209160.747,,3.90144
1533209161.044,9441.18,
1533209161.127,9433.560000000001,
1533209161.155,,3.90144
1533209161.441,9441.18,
1533209161.572,,3.90144
1533209161.582,9441.18,
1533209162.061,9441.18,
1533209162.096,,3.90144
1533209162.505,,3.90144
1533209162.601,9448.800000000001,
1533209163.043,,3.90144
1533209163.177,9448.800000000001,
1533209163.598,,3.90144
1533209163.630,9448.800000000001,
1533209163.786,9448.800000000001,
1533209164.103,,3.90144
1533209164.175,9448.800000000001,
1533209164.540,,3.90144
1533209164.619,9456.42,
1533209165.082,,3.90144
1533209165.202,9456.42,
1533209165.522,,3.90144
1533209165.738,9456.42,
1533209166.015,,3.90144
1533209166.127,9456.42,
1533209166.540,,4.22656
1533209166.582,9464.04,
1533209167.027,,4.22656
1533209167.122,9464.04,
1533209167.525,9464.04,
1533209167.682,,3.90144
1533209168.001,9464.04,
1533209168.209,,3.90144
1533209168.353,9456.42,
1533209168.446,9471.66,
1533209168.501,9464.04,
1533209168.623,,3.90144
1533209168.929,9471.66,
1533209169.081,,3.90144
1533209169.446,9471.66,
1533209169.478,9471.66,
1533209169.495,,3.90144
1533209169.601,,3.90144
1533209169.852,9471.66,
1533209170.066,,3.90144
1533209170.467,9479.28,
1533209170.549,,3.90144
1533209170.975,9479.28,
1533209171.128,,3.90144
1533209171.528,9479.28,
1533209171.710,,3.90144
1533209171.964,9479.28,
1533209172.244,,3.90144
1533209172.498,9486.9,
1533209172.687,,3.90144
1533209172.979,9486.9,
1533209173.247,,3.90144
1533209173.407,9486.9,
1533209173.736,,3.90144
1533209173.750,,3.90144
1533209173.980,9486.9,
1533209174.312,,3.90144
1533209174.553,9494.52,
1533209174.756,,3.90144
1533209175.059,9494.52,
1533209175.291,,3.90144
1533209175.677,9494.52,
1533209175.690,,3.90144
1533209176.237,,3.90144
1533209176.241,9502.140000000001,
1533209176.554,9494.52,
1533209176.736,,3.90144
1533209176.754,,3.90144
1533209176.757,9502.140000000001,
1533209177.292,,3.90144
1533209177.367,9502.140000000001,
1533209177.883,,4.22656
1533209177.935,9502.140000000001,
1533209178.379,9509.76,
1533209178.396,,4.22656
1533209178.904,9509.76,
1533209178.995,,4.22656
1533209179.333,9509.76,
1533209179.421,,4.22656
1533209179.864,9509.76,
1533209180.033,,4.22656
1533209180.412,9517.380000000001,
1533209180.438,,4.22656
1533209180.924,9517.380000000001,
1533209180.932,,4.22656
1533209180.982,9517.380000000001,
1533209181.396,9517.380000000001,
1533209181.466,,4.22656
1533209181.921,9525.0,
1533209181.932,,4.22656
1533209182.440,9525.0,
1533209182.503,,4.22656
1533209183.013,9525.0,
1533209183.074,,4.22656
1533209183.237,9525.0,
1533209183.493,,4.22656
1533209183.522,9525.0,
1533209183.966,,4.22656
1533209184.073,9532.62,
1533209184.421,,4.22656
1533209184.504,9525.0,
1533209184.668,9532.62,
1533209184.842,,4.22656
1533209184.893,,3.90144
1533209185.073,9532.62,
1533209185.273,,4.22656
1533209185.565,9532.62,
1533209185.733,,4.22656
1533209186.044,9540.24,
1533209186.049,9532.62,
1533209186.176,,4.22656
1533209186.638,9540.24,
1533209186.753,,4.22656
1533209187.046,9540.24,
1533209187.176,,4.22656
1533209187.580,9540.24,
1533209187.710,,4.22656
1533209188.106,9547.86,
1533209188.212,,4.22656
1533209188.632,9547.86,
1533209188.749,,4.22656
1533209189.183,9547.86,
1533209189.291,,4.22656
1533209189.762,9555.480000000001,
1533209189.858,,4.22656
1533209190.338,9555.480000000001,
1533209190.417,,4.22656
1533209190.775,9555.480000000001,
1533209190.923,,4.22656
1533209191.229,9555.480000000001,
1533209191.476,,4.22656
1533209191.497,9555.480000000001,
1533209191.663,9563.1,
1533209191.909,,4.22656
1533209192.256,9563.1,
1533209192.476,,4.22656
1533209192.807,9563.1,
1533209192.986,,4.22656
1533209193.338,9563.1,
1533209193.450,,4.22656
1533209193.752,9570.720000000001,
1533209193.853,,4.22656
1533209194.327,,4.22656
1533209194.329,9570.720000000001,
1533209194.871,9570.720000000001,
1533209194.908,,4.22656
1533209194.923,9570.720000000001,
1533209195.328,9570.720000000001,
1533209195.456,,4.22656
1533209195.869,,4.22656
1533209195.932,9578.34,
1533209196.298,,4.22656
1533209196.392,9578.34,
1533209196.801,,4.22656
1533209196.870,9578.34,
1533209197.292,,4.22656
1533209197.351,9585.960000000001,
1533209197.842,9585.960000000001,
1533209197.898,,4.22656
1533209198.332,,4.22656
1533209198.367,9585.960000000001,
1533209198.754,,4.22656
1533209198.858,9585.960000000001,
1533209199.233,,4.22656
1533209199.255,,4.22656
1533209199.377,9593.58,
1533209199.505,9509.76,
1533209199.639,,4.22656
1533209199.703,,4.22656
1533209199.842,9593.58,
1533209200.104,,4.22656
1533209200.214,,4.22656
1533209200.214,9517.380000000001,
1533209200.297,9525.0,
1533209200.358,,4.22656
1533209200.358,9525.0,
1533209200.447,9593.58,
1533209200.536,,4.22656
1533209200.539,9540.24,
1533209200.952,9593.58,
1533209201.102,,4.22656
1533209201.380,9601.2,
1533209201.531,,4.22656
1533209201.934,9601.2,
1533209202.081,,4.22656
1533209202.465,9601.2,
1533209202.584,,4.22656
1533209202.992,9608.82,
1533209203.065,,4.22656
1533209203.539,9593.58,
1533209203.540,,4.22656
1533209203.568,9608.82,
1533209203.621,,4.22656
1533209204.085,,4.22656
1533209204.131,9608.82,
1533209204.662,,4.22656
1533209204.687,9608.82,
1533209205.093,,4.22656
1533209205.183,9616.44,
1533209205.648,9616.44,
1533209205.710,,4.22656
1533209206.078,9616.44,
1533209206.282,,4.22656
1533209206.590,9616.44,
1533209206.736,9616.44,
1533209206.786,,4.22656
1533209207.017,9624.060000000001,
1533209207.232,,4.22656
1533209207.591,9624.060000000001,
1533209207.788,,4.22656
1533209207.991,9624.060000000001,
1533209208.269,,4.22656
1533209208.567,9624.060000000001,
1533209208.695,,4.22656
1533209209.128,9631.68,
1533209209.205,,4.22656
1533209209.486,9624.060000000001,
1533209209.716,,4.22656
1533209209.721,9631.68,
1533209210.124,,4.22656
1533209210.176,9631.68,
1533209210.719,,4.22656
1533209210.737,9639.300000000001,
1533209211.228,9639.300000000001,
1533209211.247,,4.22656
1533209211.737,9639.300000000001,
1533209211.838,,4.22656
1533209212.250,,4.22656
1533209212.322,9639.300000000001,
1533209212.783,,4.22656
1533209212.926,9646.92,
1533209213.258,,4.22656
1533209213.351,9646.92,
1533209213.752,9646.92,
1533209213.831,,3.90144
1533209214.160,9646.92,
1533209214.380,,3.90144
1533209214.619,9654.54,
1533209214.795,,3.90144
1533209215.193,9654.54,
1533209215.274,,3.90144
1533209215.613,9654.54,
1533209215.814,,3.90144
1533209216.130,9654.54,
1533209216.379,,3.90144
1533209216.549,9662.16,
1533209216.793,,3.90144
1533209217.101,9662.16,
1533209217.245,,3.90144
1533209217.579,9662.16,
1533209217.709,,3.90144
1533209218.089,9662.16,
1533209218.267,,3.90144
1533209218.537,9669.78,
1533209218.747,,3.90144
1533209219.080,9669.78,
1533209219.158,,3.90144
1533209219.637,9669.78,
1533209219.760,,3.90144
1533209220.193,9669.78,
1533209220.267,,3.90144
1533209220.736,9677.4,
1533209220.811,,3.90144
1533209221.251,9677.4,
1533209221.251,,3.90144
1533209221.762,9677.4,
1533209221.762,,4.22656
1533209222.197,,4.22656
1533209222.342,9677.4,
1533209222.799,,3.90144
1533209222.840,9685.02,
1533209223.243,,3.90144
1533209223.245,9685.02,
1533209223.832,,3.90144
1533209223.854,9685.02,
1533209224.267,9692.640000000001,
1533209224.309,,3.90144
1533209224.784,,3.90144
1533209224.860,9692.640000000001,
1533209225.195,,3.90144
1533209225.420,9692.640000000001,
1533209225.774,,3.90144
1533209226.290,,3.90144
1533209226.569,9700.26,
1533209226.848,,3.90144
1533209227.159,9700.26,
1533209227.321,,3.90144
1533209227.573,9700.26,
1533209227.722,,3.90144
1533209228.128,9700.26,
1533209228.267,,3.90144
1533209228.638,9707.880000000001,
1533209228.846,,3.90144
1533209229.180,9707.880000000001,
1533209229.200,,3.90144
1533209229.328,,3.90144
1533209229.719,9707.880000000001,
1533209229.807,,3.90144
1533209230.194,9707.880000000001,
1533209230.303,,3.90144
1533209230.736,9715.5,
1533209230.866,,3.90144
1533209231.294,9715.5,
1533209231.377,,3.90144
1533209231.787,,3.90144
1533209231.807,9715.5,
1533209232.247,9715.5,
1533209232.375,,3.90144
1533209232.706,9723.12,
1533209232.859,,3.90144
1533209233.243,9723.12,
1533209233.281,,3.90144
1533209233.782,,3.90144
1533209233.818,9723.12,
1533209234.248,,3.90144
1533209234.421,9730.74,
1533209234.715,,3.90144
1533209234.914,9730.74,
1533209235.253,,3.90144
1533209235.433,9730.74,
1533209235.661,,3.90144
1533209235.968,9730.74,
1533209236.255,,3.90144
1533209236.438,9738.36,
1533209236.775,9730.74,
1533209236.796,,3.90144
1533209236.976,9738.36,
1533209237.392,9738.36,
1533209237.413,,3.90144
1533209237.821,9738.36,
1533209237.821,,3.90144
1533209237.957,9738.36,
1533209238.439,,3.90144
1533209238.562,9745.980000000001,
1533209238.958,,3.90144
1533209239.126,9745.980000000001,
1533209239.459,,3.90144
1533209239.561,9745.980000000001,
1533209240.048,,3.90144
1533209240.094,9745.980000000001,
1533209240.459,,3.90144
1533209240.509,9753.6,
1533209241.051,,3.90144
1533209241.051,9753.6,
1533209241.482,9753.6,
1533209241.534,,4.22656
1533209241.922,9753.6,
1533209241.965,,4.22656
1533209242.003,9753.6,
1533209242.377,9761.220000000001,
1533209242.499,,4.22656
1533209242.884,9761.220000000001,
1533209242.985,,4.22656
1533209243.333,9761.220000000001,
1533209243.552,,4.22656
1533209243.927,9761.220000000001,
1533209243.964,,4.22656
1533209244.353,9761.220000000001,
1533209244.374,9768.84,
1533209244.401,,4.22656
1533209244.879,9768.84,
1533209244.904,,4.22656
1533209245.390,9768.84,
1533209245.469,,4.22656
1533209245.877,9776.460000000001,
1533209245.992,9768.84,
1533209245.992,,4.22656
1533209246.404,9776.460000000001,
1533209246.587,,4.22656
1533209246.852,9776.460000000001,
1533209247.086,,4.22656
1533209247.293,9776.460000000001,
1533209247.499,,4.22656
1533209247.839,9784.08,
1533209247.915,,4.22656
1533209248.298,9784.08,
1533209248.387,,4.22656
1533209248.870,9784.08,
1533209248.932,,4.22656
1533209249.398,9784.08,
1533209249.490,,4.22656
1533209249.920,9791.7,
1533209249.951,,4.22656
1533209250.360,9791.7,
1533209250.417,,4.22656
1533209250.800,9791.7,
1533209251.065,,4.22656
1533209251.310,9791.7,
1533209251.598,,4.22656
1533209251.767,9799.32,
1533209252.045,,4.22656
1533209252.187,9799.32,
1533209252.462,,4.22656
1533209252.759,9799.32,
1533209253.027,,4.22656
1533209253.271,9799.32,
1533209253.599,,4.22656
1533209253.811,9806.94,
1533209254.019,,4.22656
1533209254.356,9806.94,
1533209254.548,,3.90144
1533209254.927,9806.94,
1533209254.981,,3.90144
1533209255.461,9814.560000000001,
1533209255.511,,3.90144
1533209255.926,,3.90144
1533209256.031,9814.560000000001,
1533209256.399,,3.90144
1533209256.529,9814.560000000001,
1533209256.578,9814.560000000001,
1533209256.804,,3.90144
1533209257.074,9814.560000000001,
1533209257.219,,3.90144
1533209257.561,9822.18,
1533209257.769,,3.90144
1533209257.947,,3.90144
1533209258.016,9822.18,
1533209258.170,,3.90144
1533209258.502,9822.18,
1533209258.682,,3.90144
1533209259.066,9822.18,
1533209259.087,,3.90144
1533209259.525,9829.800000000001,
1533209259.579,,3.90144
1533209259.992,,3.90144
1533209260.069,9829.800000000001,
1533209260.517,,3.90144
1533209260.569,9829.800000000001,
1533209261.038,,3.90144
1533209261.057,9829.800000000001,
1533209261.592,,3.90144
1533209261.651,9837.42,
1533209262.134,9837.42,
1533209262.221,,3.90144
1533209262.646,9837.42,
1533209262.775,,3.90144
1533209263.209,9837.42,
1533209263.265,,3.90144
1533209263.673,,3.90144
1533209263.690,9845.04,
1533209264.182,,3.90144
1533209264.237,9845.04,
1533209264.609,,3.90144
1533209264.759,9845.04,
1533209265.041,,3.90144
1533209265.308,9852.66,
1533209265.454,,3.90144
1533209265.881,9852.66,
1533209265.963,,3.90144
1533209266.339,9852.66,
1533209266.377,,3.90144
